Institute ID,Name,Rank_2017,Rank_2018,Rank_2019,Rank_2020,Rank_2021,Rank_2022,Rank_2023,Rank_2024,Rank_2025,Score_2017,Score_2018,Score_2019,Score_2020,Score_2021,Score_2022,Score_2023,Score_2024,Score_2025,TLR (100)_2017,TLR (100)_2018,TLR (100)_2019,TLR (100)_2020,TLR (100)_2021,TLR (100)_2022,TLR (100)_2023,TLR (100)_2024,TLR (100)_2025,RPC (100)_2017,RPC (100)_2018,RPC (100)_2019,RPC (100)_2020,RPC (100)_2021,RPC (100)_2022,RPC (100)_2023,RPC (100)_2024,RPC (100)_2025,GO (100)_2017,GO (100)_2018,GO (100)_2019,GO (100)_2020,GO (100)_2021,GO (100)_2022,GO (100)_2023,GO (100)_2024,GO (100)_2025,OI (100)_2017,OI (100)_2018,OI (100)_2019,OI (100)_2020,OI (100)_2021,OI (100)_2022,OI (100)_2023,OI (100)_2024,OI (100)_2025,PERCEPTION (100)_2017,PERCEPTION (100)_2018,PERCEPTION (100)_2019,PERCEPTION (100)_2020,PERCEPTION (100)_2021,PERCEPTION (100)_2022,PERCEPTION (100)_2023,PERCEPTION (100)_2024,PERCEPTION (100)_2025,SS_2018,SS_2019,SS_2021,SS_2022,SS_2023,SS_2024,SS_2025,FSR_2018,FSR_2019,FSR_2021,FSR_2022,FSR_2023,FSR_2024,FSR_2025,FQE_2018,FQE_2019,FQE_2021,FQE_2022,FQE_2023,FQE_2024,FQE_2025,FRU_2018,FRU_2019,FRU_2021,FRU_2022,FRU_2023,FRU_2024,FRU_2025,PU_2018,PU_2019,PU_2021,PU_2022,PU_2023,PU_2024,PU_2025,QP_2018,QP_2019,QP_2021,QP_2022,QP_2023,QP_2024,QP_2025,IPR_2018,IPR_2019,IPR_2021,IPR_2022,IPR_2023,IPR_2024,IPR_2025,FPPP_2018,FPPP_2019,FPPP_2021,FPPP_2022,FPPP_2023,FPPP_2024,FPPP_2025,GPHE_2018,GPHE_2019,GPHE_2021,GPHE_2022,GPHE_2023,GPHE_2024,GPHE_2025,GUE_2018,GUE_2019,GUE_2021,GUE_2022,GUE_2023,GUE_2024,GUE_2025,MS_2018,MS_2019,MS_2021,MS_2022,MS_2023,MS_2024,MS_2025,GPHD_2018,GPHD_2019,GPHD_2021,GPHD_2022,GPHD_2023,GPHD_2024,GPHD_2025,RD_2018,RD_2019,RD_2021,RD_2022,RD_2023,RD_2024,RD_2025,WD_2018,WD_2019,WD_2021,WD_2022,WD_2023,WD_2024,WD_2025,ESCS_2018,ESCS_2019,ESCS_2021,ESCS_2022,ESCS_2023,ESCS_2024,ESCS_2025,PCS_2018,PCS_2019,PCS_2021,PCS_2022,PCS_2023,PCS_2024,PCS_2025,PR_2018,PR_2019,PR_2021,PR_2022,PR_2023,PR_2024,PR_2025
IR-E-I-1075,Indian Institute of Technology Kanpur,5.0,5,5.0,4.0,4.0,4.0,4.0,4.0,4.0,76.83,75.24,77.57,82.18,83.22,82.56,80.65,82.79,81.82,84.28,78.51,79.07,86.22,86.71,87.95,84.35,94.25,91.77,77.28,77.15,81.79,82.08,83.13,79.98,80.16,74.08,76.34,74.29,78.99,82.56,88.44,89.79,89.71,88.99,89.05,88.08,61.35,41.46,46.61,54.21,55.96,59.47,58.82,60.62,59.18,73.59,85.89,81.35,85.78,87.05,83.01,76.15,84.19,78.49,17.09,17.44,18.25,18.5,18.5,18.33,18.18,24.49,24.44,26.27,26.64,25.29,28.72,28.02,16.59,16.45,17.01,18.11,17.36,19.45,19.03,20.33,20.74,25.18,24.7,23.2,27.76,26.55,29.44,29.51,29.32,29.18,28.45,28.49,27.87,31.35,32.5,31.18,31.34,30.39,28.87,27.62,10.0,12.0,15.0,12.0,14.0,10.0,12.0,6.36,7.78,7.63,7.46,7.32,6.72,8.85,28.34,31.34,36.55,36.47,36.04,36.13,36.16,10.67,12.18,15.0,15.0,15.0,15.0,15.0,24.14,22.87,22.0,22.0,21.93,21.84,21.62,15.83,16.18,16.24,16.23,16.02,16.08,15.3,16.55,18.26,18.95,21.64,19.94,19.94,18.47,7.92,7.78,8.73,9.96,11.35,12.94,13.5,8.0,7.57,8.28,7.87,7.53,7.74,7.21,9.0,13.0,20.0,20.0,20.0,20.0,20.0,85.89,81.35,87.05,83.01,76.15,84.19,78.49
IR-E-I-1093,Noida Institute of Engineering & Technology,,,,,171.0,145.0,,,,,,,,33.99,37.2,,,,,,,,52.45,56.66,,,,,,,,1.37,3.19,,,,,,,,57.5,58.51,,,,,,,,48.67,52.16,,,,,,,,14.83,23.2,,,,,,11.27,11.0,,,,,,26.77,29.84,,,,,,8.03,9.93,,,,,,6.38,5.9,,,,,,0.35,0.45,,,,,,0.78,1.36,,,,,,0.0,1.0,,,,,,0.24,0.38,,,,,,31.58,32.86,,,,,,15.0,15.0,,,,,,10.93,10.65,,,,,,0.0,0.0,,,,,,7.49,9.79,,,,,,19.0,20.22,,,,,,2.18,2.15,,,,,,20.0,20.0,,,,,,14.83,23.2,,,
IR-E-I-1356,Rabindranath Tagore University,,,,,186.0,167.0,,,,,,,,33.07,35.62,,,,,,,,56.04,61.9,,,,,,,,1.76,2.01,,,,,,,,47.95,51.24,,,,,,,,61.42,61.99,,,,,,,,0.0,0.0,,,,,,9.01,9.0,,,,,,26.33,30.0,,,,,,17.21,18.62,,,,,,23.48,4.28,,,,,,0.24,0.26,,,,,,0.42,0.59,,,,,,1.0,1.0,,,,,,0.1,0.16,,,,,,18.21,21.04,,,,,,15.0,15.0,,,,,,10.13,10.95,,,,,,4.61,4.26,,,,,,17.89,18.28,,,,,,20.97,20.76,,,,,,2.57,2.95,,,,,,20.0,20.0,,,,,,0.0,0.0,,,
IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,,,186.0,149.0,121.0,156.0,64.0,53.0,45.0,,,30.79,33.55,37.09,36.44,49.3,52.85,56.55,,,44.27,49.09,55.8,45.55,71.38,70.74,75.77,,,13.03,12.43,19.82,30.02,46.01,60.0,61.58,,,35.55,41.93,39.47,35.89,34.86,35.67,40.58,,,64.09,66.36,65.05,64.76,69.33,64.13,71.22,,,0.82,0.55,0.0,1.08,1.94,0.9,1.07,,12.5,13.29,14.5,15.5,13.18,16.02,,16.14,22.23,13.52,28.73,28.45,30.0,,8.72,12.38,9.4,19.38,19.47,19.99,,6.91,7.9,8.13,7.77,9.64,9.76,,8.0,6.75,13.6,18.01,27.22,26.76,,4.81,7.35,12.68,19.73,27.58,29.03,,0.0,4.5,3.5,8.0,5.0,5.0,,0.22,1.22,0.24,0.28,0.2,0.79,,10.2,13.65,10.75,9.75,10.58,14.87,,15.0,15.0,15.0,15.0,14.42,13.58,,10.06,10.5,9.75,8.96,8.61,9.04,,0.3,0.32,0.38,11.0,2.06,3.09,,19.39,18.05,20.02,20.24,15.86,18.89,,20.48,20.43,20.04,22.93,23.64,28.22,,4.22,6.57,4.7,6.17,4.63,4.12,,20.0,20.0,20.0,20.0,20.0,20.0,,0.82,0.0,1.08,1.94,0.9,1.07
IR-E-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),,20,23.0,29.0,23.0,28.0,20.0,29.0,29.0,,56.14,54.73,54.45,56.76,57.18,61.24,60.35,60.97,,69.77,69.51,65.95,64.89,59.52,70.96,70.75,75.12,,45.75,44.96,47.65,51.54,56.97,61.47,51.69,50.86,,73.11,67.28,65.69,68.52,71.19,70.6,73.58,73.27,,56.55,55.65,54.82,56.05,54.56,63.07,64.01,65.68,,12.01,13.66,17.42,25.35,25.33,10.79,24.95,19.53,14.91,16.5,16.69,16.51,17.46,18.23,18.0,26.28,25.96,21.64,18.09,26.57,23.33,25.88,14.78,15.15,13.74,12.19,15.41,14.21,15.92,13.8,11.91,12.82,12.73,11.81,14.98,15.31,18.75,19.52,20.87,21.68,21.75,21.35,20.13,23.04,23.27,27.86,30.1,30.02,27.76,25.72,3.0,0.5,2.0,4.5,9.0,2.0,4.0,0.96,1.68,0.8,0.69,0.69,0.58,1.01,33.26,30.77,31.25,32.98,31.32,33.89,33.34,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.13,15.63,15.08,14.9,15.0,15.24,15.55,8.73,5.88,7.2,0.31,9.28,9.45,9.39,13.07,13.56,14.15,14.06,17.31,17.22,17.84,21.32,21.43,21.11,19.7,24.97,25.14,25.88,2.16,0.65,0.79,0.79,0.79,1.66,1.96,20.0,20.0,20.0,20.0,20.0,20.0,20.0,12.01,13.66,25.35,25.33,10.79,24.95,19.53
IR-E-N-10,SVKM`s Narsee Monjee Institute of Management Studies,,,110.0,151.0,151.0,135.0,,,,,,35.26,33.5,35.18,37.58,,,,,,57.24,56.06,56.25,56.79,,,,,,6.48,5.17,7.13,12.46,,,,,,51.37,48.62,52.07,55.01,,,,,,57.48,51.89,55.33,56.41,,,,,,1.22,2.16,2.17,1.6,,,,,12.33,10.94,11.1,,,,,23.68,24.5,25.79,,,,,10.61,11.66,12.4,,,,,10.62,9.15,7.51,,,,,29.77,2.79,4.24,,,,,2.92,4.29,6.19,,,,,0.0,0.0,2.0,,,,,0.8,5.0,0.04,,,,,23.45,24.36,27.81,,,,,14.08,14.4,14.43,,,,,11.86,11.89,11.4,,,,,1.98,14.0,1.37,,,,,10.01,9.58,10.08,,,,,27.47,25.76,26.33,,,,,0.0,0.0,0.0,,,,,20.0,20.0,20.0,,,,,1.22,2.17,1.6,,,
IR-E-N-13,Galgotias College of Engineering & Technology,,,,,,192.0,,,,,,,,,34.29,,,,,,,,,54.75,,,,,,,,,6.98,,,,,,,,,51.54,,,,,,,,,48.41,,,,,,,,,6.07,,,,,,,10.42,,,,,,,26.6,,,,,,,12.9,,,,,,,4.83,,,,,,,1.85,,,,,,,3.09,,,,,,,2.0,,,,,,,0.04,,,,,,,27.36,,,,,,,15.0,,,,,,,9.18,,,,,,,0.0,,,,,,,6.48,,,,,,,20.98,,,,,,,0.95,,,,,,,20.0,,,,,,,6.07,,,
IR-E-S-8898,"National Institute of Food Technology, Enterprenurship & Management",,,117.0,121.0,148.0,127.0,,,,,,34.48,35.65,35.35,37.96,,,,,,51.7,53.96,52.72,58.14,,,,,,2.52,3.72,5.62,8.73,,,,,,59.41,59.1,57.16,57.14,,,,,,62.94,64.06,63.41,63.08,,,,,,0.41,1.1,0.74,1.6,,,,,6.61,6.19,7.44,,,,,17.59,18.41,21.56,,,,,10.84,411.5,13.95,,,,,16.67,16.61,15.49,,,,,0.51,0.99,1.5,,,,,1.06,3.1,4.91,,,,,0.0,0.0,1.0,,,,,0.95,1.53,1.33,,,,,30.75,27.93,26.3,,,,,15.0,15.0,14.91,,,,,13.66,12.89,14.18,,,,,0.0,1.34,17.6,,,,,20.42,19.21,19.23,,,,,22.51,23.33,22.75,,,,,0.0,0.87,1.11,,,,,20.0,20.0,20.0,,,,,0.41,0.74,1.6,,,
IR-E-S-8931,National Institute of Industrial Engineering,36.0,44,66.0,,,,,,,47.47,45.91,40.48,,,,,,,80.8,79.15,64.8,,,,,,,1.25,2.63,4.46,,,,,,,71.62,73.55,67.54,,,,,,,77.94,59.67,57.18,,,,,,,7.54,6.89,4.7,,,,,,,5.05,4.48,,,,,,30.0,28.49,,,,,,16.95,16.46,,,,,,27.16,15.37,,,,,,0.44,0.95,,,,,,1.28,2.19,,,,,,0.0,0.0,,,,,,0.91,1.32,,,,,,30.84,28.35,,,,,,15.0,15.0,,,,,,23.42,22.8,,,,,,4.29,1.4,,,,,,19.72,19.02,,,,,,19.95,18.16,,,,,,0.0,0.0,,,,,,20.0,20.0,,,,,,6.89,4.7,,,,,
IR-E-U-0011,Gandhi Institute of Technology and Management,,,,,,102.0,,,,,,,,,39.92,,,,,,,,,51.11,,,,,,,,,21.08,,,,,,,,,63.88,,,,,,,,,49.81,,,,,,,,,5.12,,,,,,,13.01,,,,,,,20.29,,,,,,,11.58,,,,,,,6.23,,,,,,,6.57,,,,,,,9.43,,,,,,,5.0,,,,,,,0.08,,,,,,,36.95,,,,,,,15.0,,,,,,,10.04,,,,,,,1.88,,,,,,,11.0,,,,,,,21.66,,,,,,,3.0,,,,,,,20.0,,,,,,,5.12,,,
IR-E-U-0013,Indian Institute of Technology Hyderabad,10.0,9,8.0,8.0,8.0,9.0,8.0,8.0,7.0,60.24,60.87,63.92,66.44,68.69,68.03,70.28,71.55,72.31,82.6,80.63,78.91,82.51,82.6,80.32,83.86,88.73,88.02,36.21,44.22,49.18,52.47,56.9,59.89,61.12,57.5,61.39,71.26,71.03,71.71,71.54,72.54,72.39,75.92,77.88,79.2,73.75,55.11,56.21,55.98,56.58,54.85,55.95,55.7,54.39,29.72,36.94,55.38,60.42,66.7,59.96,60.04,65.31,61.98,11.25,10.5,10.32,11.28,12.65,12.41,12.49,30.0,30.0,30.0,30.0,30.0,30.0,30.0,16.8,16.61,16.78,17.95,18.32,19.49,19.83,22.58,21.81,25.5,21.08,22.89,26.83,25.71,19.79,20.26,22.26,23.62,24.53,25.51,25.32,15.02,20.24,22.09,23.65,24.25,23.82,23.39,4.0,3.0,7.0,7.0,7.0,3.0,5.0,5.41,5.67,5.55,5.62,5.35,5.18,7.68,34.1,33.14,30.94,29.48,31.37,33.08,34.25,15.0,15.0,15.0,15.0,15.0,15.0,15.0,18.6,18.82,20.57,20.89,21.12,20.79,21.27,3.33,4.75,6.03,7.03,8.43,9.01,8.69,15.43,16.83,16.5,16.82,17.08,17.52,17.5,13.71,13.68,14.46,14.97,15.41,12.57,12.3,5.97,5.71,5.61,3.06,3.46,5.6,4.59,20.0,20.0,20.0,20.0,20.0,20.0,20.0,36.94,55.38,66.7,59.96,60.04,65.31,61.98
IR-E-U-0014,International Institute of Information Technology Hyderabad,,38,39.0,43.0,54.0,62.0,55.0,47.0,38.0,,46.87,48.73,49.45,47.12,46.41,50.33,54.29,58.45,,49.08,53.08,53.01,50.76,49.16,56.57,65.47,75.84,,31.56,34.19,36.66,33.07,38.57,40.6,40.89,43.22,,77.96,73.4,73.92,71.08,63.99,65.0,66.9,70.72,,54.24,52.49,52.91,51.44,51.02,58.36,63.14,63.32,,16.57,26.21,24.77,26.15,21.93,23.4,26.9,22.58,7.99,8.08,8.38,8.26,9.5,9.33,9.08,15.84,18.59,16.98,16.85,20.58,22.86,28.8,10.82,12.66,11.81,11.69,14.25,15.64,18.76,14.43,13.74,13.58,12.37,12.24,17.63,19.2,16.05,16.72,16.63,17.01,17.02,18.7,19.02,11.65,13.89,15.27,16.36,17.15,16.32,16.19,0.0,0.0,0.0,23.5,3.0,1.5,1.5,3.86,3.58,11.48,2.71,3.44,4.37,6.52,36.16,33.2,31.32,24.93,25.64,27.16,30.54,13.46,12.39,12.5,11.58,12.02,12.03,12.38,25.0,25.0,25.0,25.0,25.0,25.0,25.0,3.33,2.82,2.26,2.49,2.34,2.71,2.81,17.91,18.24,18.39,17.81,21.3,20.96,19.58,13.16,14.15,12.64,12.7,16.64,19.48,21.08,3.17,11.0,0.41,0.5,0.43,2.7,2.66,20.0,20.0,20.0,20.0,20.0,20.0,20.0,16.57,26.21,26.15,21.93,23.4,26.9,22.58
IR-E-U-0015,Jawaharlal Nehru Technological University,,,,,,129.0,,,,,,,,,37.79,,,,,,,,,57.01,,,,,,,,,19.32,,,,,,,,,47.56,,,,,,,,,50.19,,,,,,,,,3.65,,,,,,,14.44,,,,,,,23.22,,,,,,,11.95,,,,,,,16.05,,,,,,,11.18,,,,,,,10.6,,,,,,,3.0,,,,,,,2.62,,,,,,,18.29,,,,,,,12.25,,,,,,,10.06,,,,,,,3.42,,,,,,,1.79,,,,,,,4027.37,,,,,,,4.79,,,,,,,20.0,,,,,,,6.54,,,
IR-E-U-0017,Jawaharlal Nehru Technological University,63.0,42,45.0,57.0,62.0,76.0,83.0,88.0,94.0,40.45,46.4,47.13,44.97,44.95,42.77,44.75,45.78,46.74,54.92,72.7,71.2,71.72,72.29,65.66,65.91,67.36,75.17,17.44,27.91,28.65,29.24,27.99,27.4,27.62,23.69,22.4,63.55,55.73,55.01,40.88,41.03,44.02,49.71,57.0,49.61,55.51,43.77,49.64,53.9,53.8,53.95,55.17,56.49,67.59,4.82,6.89,12.14,11.13,12.7,6.54,12.3,14.15,7.87,16.08,14.13,14.48,14.44,14.0,14.5,15.5,22.11,23.87,26.96,23.22,23.83,22.45,30.0,10.79,11.88,12.87,11.95,12.47,11.8,15.53,23.72,21.32,17.99,16.05,15.62,18.62,14.14,13.5,14.2,12.17,11.18,10.31,10.03,8.86,12.16,11.43,10.83,10.6,10.74,11.41,10.53,0.0,0.0,2.0,3.0,4.0,0.25,1.0,2.25,3.02,2.99,2.62,2.57,2.3,2.0,25.39,25.67,14.68,18.29,24.04,29.62,22.89,15.0,15.0,13.21,12.25,12.47,14.35,15.0,12.69,12.37,10.34,10.06,10.09,10.55,9.87,2.65,1.98,2.8,3.42,3.12,2.48,1.85,1.42,1.66,1.78,1.79,2.48,4.2,8.89,27.93,27.73,27.4,4027.37,26.45,25.79,30.0,5.42,5.24,4.62,4.79,6.24,6.49,8.7,9.0,15.0,20.0,20.0,20.0,20.0,20.0,6.89,12.14,12.7,6.54,12.3,14.15,7.87
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),68.0,49,52.0,58.0,50.0,44.0,44.0,35.0,35.0,39.64,44.31,45.38,44.7,48.49,51.93,53.69,58.24,58.95,58.15,70.42,70.88,70.69,71.09,70.08,70.94,74.84,77.55,12.72,17.39,21.8,28.57,38.38,44.8,46.14,47.52,48.67,54.89,60.09,58.27,44.25,48.62,52.73,57.91,65.41,69.94,66.69,58.32,56.06,54.5,55.06,56.18,56.43,66.32,66.84,7.28,1.06,3.19,6.18,4.23,12.99,13.46,18.17,4.12,15.94,15.97,16.75,16.39,17.43,17.47,18.65,30.0,30.0,30.0,30.0,30.0,30.0,30.0,15.19,16.35,16.93,17.09,17.2,17.63,18.24,9.29,8.56,7.4,6.6,6.3,9.75,10.66,6.29,9.77,18.41,19.92,19.9,20.77,20.38,10.26,10.66,18.66,19.54,19.87,20.39,21.54,0.5,1.0,1.0,5.0,6.0,6.0,6.0,0.34,0.37,0.31,0.35,0.37,0.36,0.74,30.35,28.94,18.66,21.27,24.27,28.63,30.8,15.0,15.0,15.0,15.0,15.0,15.0,15.0,11.93,10.75,10.39,10.82,11.36,12.06,13.06,2.81,3.58,4.57,5.64,7.29,9.72,11.07,6.3,8.28,9.92,10.37,10.15,15.28,15.53,23.59,24.45,24.88,25.54,25.8,29.67,29.91,8.43,3.33,0.25,0.26,0.48,1.36,1.4,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1.06,3.19,4.23,12.99,13.46,18.17,4.12
IR-E-U-0025,National Institute of Technology Warangal,34.0,25,26.0,19.0,23.0,21.0,21.0,21.0,28.0,49.47,51.82,53.21,57.76,56.76,60.0,61.13,61.72,61.05,66.94,67.25,68.19,73.38,67.88,73.99,72.58,76.99,74.94,25.44,31.43,31.77,38.12,39.6,45.7,50.86,48.25,49.23,68.92,72.38,72.5,74.21,74.47,75.12,74.41,75.28,73.64,65.85,54.79,54.98,57.81,55.52,54.91,57.19,58.05,57.32,14.01,22.59,32.17,36.91,40.72,35.77,34.99,32.9,33.44,15.0,15.0,16.0,16.5,16.5,16.5,16.16,21.11,23.17,22.6,24.99,24.79,24.8,24.84,13.94,15.02,15.0,16.66,16.34,16.34,16.26,17.19,15.0,14.28,15.84,14.95,19.35,17.68,14.76,15.55,18.38,19.67,20.81,22.36,22.5,14.65,14.96,18.79,20.81,21.81,22.65,22.18,0.5,0.0,0.0,3.0,7.0,2.25,2.5,1.52,1.26,2.42,2.22,1.23,0.99,2.05,33.57,32.59,33.38,34.03,32.81,32.93,31.13,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.71,17.6,17.1,16.72,17.42,17.84,18.45,7.1,7.3,8.98,9.36,9.18,9.5,9.06,18.2,16.4,16.03,15.69,15.94,14.57,13.87,13.35,14.89,15.44,14.97,16.52,16.39,15.93,3.25,3.69,4.04,4.25,4.73,7.08,7.52,20.0,20.0,20.0,20.0,20.0,20.0,20.0,22.59,32.17,40.72,35.77,34.99,32.9,33.44
IR-E-U-0037,Sri Venkateswara University,48.0,71,89.0,153.0,200.0,,,,,43.53,39.55,36.66,33.29,32.42,,,,,54.81,48.87,47.38,42.43,41.76,,,,,33.56,31.55,29.9,27.73,25.59,,,,,54.93,51.45,43.2,38.0,37.58,,,,,55.88,50.27,45.19,42.67,43.31,,,,,4.42,1.06,3.19,3.71,3.56,,,,,8.49,9.74,9.47,,,,,21.52,18.96,15.84,,,,,10.76,9.49,8.5,,,,,8.1,9.19,7.96,,,,,15.47,13.58,11.3,,,,,13.67,14.59,13.37,,,,,0.5,0.0,0.0,,,,,1.91,1.73,0.92,,,,,26.27,17.96,13.29,,,,,12.87,13.06,12.26,,,,,11.79,11.41,10.02,,,,,0.52,0.78,2.01,,,,,0.01,0.15,0.31,,,,,25.74,25.41,22.74,,,,,4.51,3.63,4.26,,,,,20.0,16.0,16.0,,,,,1.06,3.19,3.56,,,,
IR-E-U-0042,University of Hyderabad,,,,,,,71.0,70.0,74.0,,,,,,,47.51,49.3,49.36,,,,,,,59.36,65.91,66.49,,,,,,,45.92,50.73,50.21,,,,,,,54.33,44.75,43.44,,,,,,,43.21,46.87,48.99,,,,,,,7.27,6.72,7.57,,,,,2.89,4.9,4.61,,,,,27.2,28.81,30.0,,,,,17.77,18.26,17.5,,,,,11.5,13.93,14.38,,,,,23.58,26.04,25.02,,,,,21.05,21.53,20.39,,,,,0.0,0.5,0.5,,,,,1.29,2.66,4.29,,,,,424.62,18.22,16.43,,,,,11.23,8.41,6.99,,,,,12.79,12.18,14.51,,,,,5.7,5.94,5.51,,,,,5.53,7.56,8.79,,,,,17.67,19.32,20.2,,,,,0.0,0.0,0.0,,,,,20.0,20.0,20.0,,,,,7.27,6.72,7.57
IR-E-U-0043,"Vignan's Foundation for Science, Technology and Research",88.0,,107.0,118.0,111.0,99.0,85.0,91.0,80.0,37.11,,35.48,36.28,37.7,40.16,43.74,45.43,48.27,57.25,,62.2,59.21,57.75,61.64,63.21,66.88,71.7,2.82,,5.55,8.03,15.85,21.12,27.18,22.57,21.52,48.23,,46.65,49.36,49.23,46.96,48.67,54.55,58.2,70.42,,56.55,57.2,56.26,56.3,61.13,64.37,69.39,23.89,,1.63,5.21,1.46,3.14,7.93,12.49,17.21,,15.41,13.55,12.98,13.85,14.65,17.3,,26.43,25.75,29.55,30.0,30.0,30.0,,12.74,12.66,14.64,15.2,15.6,17.18,,7.62,5.79,4.47,4.16,6.63,7.21,,2.5,6.27,7.7,8.41,8.35,7.58,,2.81,7.36,9.11,10.44,10.87,10.55,,0.0,2.0,4.0,8.0,3.0,2.5,,0.24,0.21,0.31,0.33,0.35,0.89,,19.92,21.64,19.28,20.87,24.64,28.11,,14.2,15.0,15.0,14.71,15.0,15.0,,113.57,11.52,11.18,10.14,10.39,9.68,,0.96,1.06,1.5,2.95,4.52,5.41,,6.09,5.68,6.18,8.91,11.07,13.23,,28.07,26.8,26.37,26.36,26.89,28.89,,2.39,3.78,3.75,5.86,6.41,7.28,,20.0,20.0,20.0,20.0,20.0,20.0,,1.63,1.46,3.14,7.93,12.49,17.21
IR-E-U-0046,North Eastern Regional Institute of Science & Technology,,,173.0,145.0,182.0,,,,,,,31.4,33.67,33.38,,,,,,,63.39,64.04,60.11,,,,,,,8.19,9.76,11.98,,,,,,,27.52,33.3,34.94,,,,,,,39.13,43.05,43.51,,,,,,,5.07,5.69,4.23,,,,,,5.1,5.54,,,,,,28.49,25.05,,,,,,15.12,13.83,,,,,,14.68,15.69,,,,,,3.89,5.15,,,,,,3.44,5.81,,,,,,0.0,0.0,,,,,,0.87,1.02,,,,,,8.65,14.79,,,,,,7.31,7.96,,,,,,10.97,10.98,,,,,,0.59,1.21,,,,,,10.37,11.47,,,,,,14.76,15.06,,,,,,0.0,2.98,,,,,,14.0,14.0,,,,,,5.07,4.23,,,,
IR-E-U-0053,Indian Institute of Technology Guwahati,7.0,7,7.0,7.0,7.0,7.0,7.0,7.0,8.0,72.3,69.25,70.87,74.9,73.84,72.98,70.32,71.86,72.24,89.29,86.29,82.55,83.04,79.25,75.89,67.7,76.81,73.6,59.98,61.54,63.6,70.73,70.32,72.89,74.99,68.07,72.89,77.08,76.51,78.45,83.03,84.63,84.64,85.01,84.48,84.68,80.11,50.46,58.86,59.13,59.83,56.9,54.95,59.56,61.4,40.95,45.49,54.49,62.45,60.58,57.15,50.09,55.38,52.06,15.28,15.15,16.69,16.45,18.5,18.32,17.86,30.0,30.0,27.4,26.34,20.99,24.57,23.91,18.9,18.07,16.48,14.75,12.01,13.71,13.51,22.1,19.33,18.68,18.35,16.2,20.22,18.32,28.19,28.37,29.47,29.91,28.74,29.8,28.62,28.83,30.3,31.84,32.51,30.97,29.68,28.22,0.5,0.0,4.0,5.0,10.0,3.0,9.0,4.02,4.92,5.01,5.47,5.29,5.58,7.05,27.84,28.0,31.27,31.6,32.31,32.2,33.43,11.6,13.29,15.0,15.0,15.0,14.94,14.25,22.83,22.08,22.06,22.1,22.09,21.63,21.5,14.23,15.07,16.29,15.94,15.61,15.71,15.5,23.56,23.19,23.55,23.51,22.6,24.79,23.69,10.87,10.71,11.31,11.49,11.4,11.94,11.63,1.02,4.97,4.97,1.9,0.95,2.84,6.08,15.0,20.0,20.0,20.0,20.0,20.0,20.0,45.49,54.49,60.58,57.15,50.09,55.38,52.06
IR-E-U-0055,National Institute of Technology Silchar,53.0,57,51.0,46.0,48.0,38.0,40.0,40.0,50.0,42.73,43.09,45.61,48.66,49.57,54.63,55.07,57.6,55.91,61.17,61.32,61.31,61.63,63.11,65.49,60.85,67.13,66.6,18.43,26.01,29.86,35.41,40.36,48.0,54.59,53.82,51.48,59.99,62.32,61.71,62.3,61.95,66.79,69.77,73.05,70.15,58.3,35.65,47.42,51.68,52.73,57.58,53.35,56.86,54.71,10.17,8.67,11.83,19.21,8.68,14.56,11.4,10.06,9.92,12.75,12.71,12.79,14.37,13.34,14.35,14.42,22.05,22.75,22.84,23.06,21.04,22.14,22.03,13.27,13.95,15.23,15.47,14.23,14.98,15.09,13.25,11.9,12.26,12.58,12.25,15.66,15.06,12.23,13.7,18.45,21.17,22.65,24.45,24.39,13.12,15.43,19.28,21.92,23.74,23.65,22.73,0.0,0.0,2.0,4.0,7.0,4.5,2.25,0.66,0.72,0.63,0.91,1.19,1.22,2.41,28.38,27.93,26.27,30.49,33.26,33.97,30.81,15.0,14.8,15.0,15.0,15.0,15.0,15.0,14.99,13.94,14.31,14.21,14.72,15.91,16.53,3.96,5.03,6.37,7.1,6.79,8.18,7.82,13.0,13.12,12.91,14.27,14.0,13.18,12.76,10.54,11.73,14.28,16.0,15.33,16.15,15.85,3.11,2.57,5.54,7.31,4.02,7.53,0.0,9.0,20.0,20.0,20.0,20.0,20.0,20.0,8.67,11.83,8.68,14.56,11.4,10.06,9.92
IR-E-U-0056,Tezpur University,,,,,104.0,123.0,,,,,,,,38.39,38.12,,,,,,,,49.58,50.32,,,,,,,,34.26,30.7,,,,,,,,41.5,44.63,,,,,,,,41.9,40.88,,,,,,,,7.45,7.91,,,,,,9.5,8.7,,,,,,18.68,20.13,,,,,,12.27,13.25,,,,,,9.13,8.25,,,,,,14.45,13.52,,,,,,16.21,15.42,,,,,,2.0,0.5,,,,,,1.6,1.26,,,,,,14.77,17.76,,,,,,15.0,15.0,,,,,,10.12,9.99,,,,,,1.62,1.88,,,,,,6.75,6.24,,,,,,14.01,13.84,,,,,,1.14,0.8,,,,,,20.0,20.0,,,,,,7.45,7.91,,,
